Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000267783	19	14229918	14230349
ENSG00000177233	1	248285234	248286184
ENSG00000265518	6	43980738	43980838
ENSG00000204072	X	100852488	100853649
ENSG00000260359	15	95024040	95027181
ENSG00000249532	4	113567632	113571207
ENSG00000265999	16	1925658	1925735
ENSG00000216112	2	98913401	98913488
ENSG00000269921	4	57253791	57254319
ENSG00000238883	1	107991091	107991177
ENSG00000235198	10	119321595	119331968
ENSG00000231881	6	44041650	44045689
ENSG00000272323	5	34837654	34839383
ENSG00000227987	2	98963458	98967603
ENSG00000259331	15	95143243	95144050
ENSG00000259947	16	1939115	1940435
ENSG00000224550	1	108047825	108048070
ENSG00000228624	6	114290865	114792869
ENSG00000234763	6	8342170	8343254
ENSG00000267169	19	14247991	14282079
ENSG00000255020	8	11203257	11205011
ENSG00000183239	6	44056979	44057433
ENSG00000270147	4	57262478	57263037
ENSG00000229255	1	248647546	248648785
ENSG00000260521	15	95398703	95400143
ENSG00000223429	1	52627858	52628698
ENSG00000256527	11	126873298	126874130
ENSG00000265536	1	108318796	108318878
ENSG00000234952	10	119494824	119495918
ENSG00000230561	5	127039082	127277326
ENSG00000270109	4	57330324	57330745
ENSG00000226520	1	157995340	158000956
ENSG00000215720	1	15518324	15519341
ENSG00000230489	1	108507065	108537229
ENSG00000263041	10	119585414	119590029
ENSG00000270017	15	95398815	95400240
ENSG00000240803	19	14323864	14324131
ENSG00000262179	6	44184676	44185973
ENSG00000235848	2	38177144	38294184
ENSG00000248590	4	57459170	57461847
ENSG00000251164	6	8652370	8654079
ENSG00000267723	19	14365001	14404017
ENSG00000249894	5	67096568	67185924
ENSG00000265667	8	104104852	104104949
ENSG00000231666	1	158101834	158110429
ENSG00000264753	1	108561275	108561393
ENSG00000255546	11	126891649	126923448
ENSG00000123447	11	49426527	49437299
ENSG00000223149	5	67263273	67263379
ENSG00000228275	X	100877973	100879154
ENSG00000271934	1	248661609	248661929
ENSG00000250929	8	104133260	104145194
ENSG00000233485	1	15653176	15670372
ENSG00000258433	15	95577613	95578966
ENSG00000199169	4	113569030	113569097
ENSG00000226822	1	108614104	108617141
ENSG00000224255	1	52645520	52646225
ENSG00000231104	10	119776998	119805321
ENSG00000250140	5	34860888	34861611
ENSG00000234940	2	145445980	145447752
ENSG00000242483	8	11236904	11237200
ENSG00000199145	4	113569160	113569227
ENSG00000254496	11	49427742	49428266
ENSG00000230939	6	8784411	8785678
ENSG00000254420	11	78035804	78155095
ENSG00000236045	1	15660662	15661960
ENSG00000258773	15	95623324	95676088
ENSG00000224521	1	248712057	248727140
ENSG00000244112	12	119431662	119431956
ENSG00000265657	8	104166842	104166917
ENSG00000261065	1	204100190	204101094
ENSG00000168314	3	39508689	39570970
ENSG00000147613	8	87060602	87100850
ENSG00000261101	X	100882858	100883508
ENSG00000207927	4	113569339	113569407
ENSG00000227295	1	158145640	158147545
ENSG00000236564	2	99310572	99311953
ENSG00000254649	11	78099107	78103451
ENSG00000256031	12	119438581	119439647
ENSG00000228140	1	15729475	15735929
ENSG00000241250	4	57576226	57576780
ENSG00000235352	2	145512343	145513565
ENSG00000230550	1	204110536	204112137
ENSG00000199102	4	113569519	113569586
ENSG00000260879	1	108742548	108744113
ENSG00000251323	11	78135028	78140882
ENSG00000265700	6	44221943	44222022
ENSG00000206525	HSCHR6_MHC_QBL	29011990	29013017
ENSG00000235960	HSCHR6_MHC_DBB	30121295	30130785
ENSG00000199368	8	11249920	11250026
ENSG00000227040	4	57627085	57627651
ENSG00000220924	4	113606211	113606659
ENSG00000248441	15	95819690	95870358
ENSG00000238122	1	108803818	108816311
ENSG00000229914	1	158165423	158165921
ENSG00000236004	1	52655588	52655981
ENSG00000241829	5	34883162	34883625
ENSG00000269954	8	11409997	11410500
ENSG00000266619	6	44403378	44403459
ENSG00000225522	1	204152134	204152665
ENSG00000268580	2	145635301	145639600
ENSG00000240545	4	57660516	57660808
ENSG00000257095	12	119468844	119554766
ENSG00000247081	8	104169218	104311000
ENSG00000225775	6	9124454	9162010
ENSG00000149742	11	63137261	63177766
ENSG00000237530	6	44492996	44494491
ENSG00000235435	2	146051845	146089415
ENSG00000250046	4	113614203	113627966
ENSG00000251866	1	15868660	15868799
ENSG00000071054	2	102313312	102511149
ENSG00000265894	4	57672000	57672295
ENSG00000207291	X	100888994	100889100
ENSG00000231691	1	204246133	204247076
ENSG00000227102	1	248712745	248713063
ENSG00000176320	1	158167712	158173667
ENSG00000251799	4	57684384	57684480
ENSG00000272510	1	15892106	15892451
ENSG00000252664	Y	18174646	18174709
ENSG00000254774	8	11410733	11411716
ENSG00000237663	1	52717734	52718445
ENSG00000255084	11	78244222	78269611
ENSG00000206524	HSCHR6_MHC_QBL	29053987	29055092
ENSG00000269949	4	57827093	57827539
ENSG00000252689	Y	18250128	18250259
ENSG00000270900	6	44866448	44867032
ENSG00000237301	1	15912631	15930121
ENSG00000219133	1	204315904	204316386
ENSG00000241361	1	108815565	108918572
ENSG00000230942	1	158236543	158237110
ENSG00000201602	1	248758226	248758334
ENSG00000248633	4	113614615	113614948
ENSG00000253036	2	146092638	146092740
ENSG00000223753	X	100938779	100939448
ENSG00000216368	6	10118685	10119486
ENSG00000238579	4	57860241	57860336
ENSG00000251032	5	127120310	127122734
ENSG00000219384	6	45126607	45127248
ENSG00000256884	12	119611870	119614289
ENSG00000271701	1	248764717	248765170
ENSG00000232973	2	38302791	38408997
ENSG00000214064	2	146094798	146095625
ENSG00000251703	4	57868858	57868958
ENSG00000255518	8	11413760	11415531
ENSG00000235084	1	15931077	15931538
ENSG00000241002	4	113659828	113660262
ENSG00000229703	1	248855492	248862411
ENSG00000008438	19	46522411	46526323
ENSG00000266560	X	151283466	151307028
ENSG00000252033	11	78290300	78290401
ENSG00000159202	17	46985731	47006418
ENSG00000117450	1	45976708	45988719
ENSG00000207769	6	45165411	45165507
ENSG00000250384	4	57938849	57939298
ENSG00000157800	7	139993493	140104233
ENSG00000202536	4	113676973	113677073
ENSG00000254697	11	78292720	78293201
ENSG00000180872	6	50011288	50016364
ENSG00000203758	1	158414858	158415804
ENSG00000229765	6	10214114	10214595
ENSG00000226330	1	204346978	204404974
ENSG00000212584	X	100946553	100946658
ENSG00000225107	2	146326862	146345592
ENSG00000271857	6	45388816	45389742
ENSG00000160957	8	145736667	145743229
ENSG00000174775	11	532242	537287
ENSG00000238541	4	57972409	57972511
ENSG00000145740	5	68389473	68426896
ENSG00000206522	HSCHR6_MHC_QBL	29079675	29080610
ENSG00000252173	Y	18360815	18360921
ENSG00000255354	8	11415975	11417529
ENSG00000259134	15	95976324	96051076
ENSG00000226791	2	99378401	99388543
ENSG00000261080	6	45541083	45544507
ENSG00000237848	1	204363669	204363902
ENSG00000178026	22	24981588	24989175
ENSG00000226218	2	146358475	146360991
ENSG00000251239	17	48704393	48709301
ENSG00000245067	4	57975928	58071676
ENSG00000240299	9	124256797	124257097
ENSG00000254563	11	78460295	78467525
ENSG00000229090	X	100975313	100976682
ENSG00000252738	6	45613841	45613912
ENSG00000232694	1	248881947	248885506
ENSG00000221583	6	10222269	10222394
ENSG00000262967	17	48770809	48772810
ENSG00000212468	6	45986482	45986588
ENSG00000236257	1	158423988	158425063
ENSG00000234746	HSCHR6_MHC_QBL	29141323	29142363
ENSG00000266550	11	78684766	78684854
ENSG00000252417	1	15934573	15934640
ENSG00000242529	1	248885294	248885502
ENSG00000236779	1	204497973	204498820
ENSG00000213735	1	52719293	52719848
ENSG00000243050	8	58305105	58305441
ENSG00000250603	5	127174178	127193496
ENSG00000027697	6	137518621	137540586
ENSG00000216781	6	10365826	10366815
ENSG00000231769	6	46064830	46097443
ENSG00000236500	1	15941138	15941362
ENSG00000213467	9	124282095	124282703
ENSG00000205531	11	2965667	3013607
ENSG00000255345	11	78803893	78809048
ENSG00000200408	1	204531541	204531649
ENSG00000234119	2	146583853	146585398
ENSG00000170983	8	11433822	11438851
ENSG00000266159	HG1308_PATCH	130332302	130351086
ENSG00000260883	16	31565426	31566233
ENSG00000224399	HSCHR6_MHC_MCF	33338586	33342580
ENSG00000236656	1	158444244	158464676
ENSG00000206308	HSCHR6_MHC_QBL	32365090	32370300
ENSG00000201070	2	99398873	99399011
ENSG00000272100	1	52819159	52819549
ENSG00000271742	1	16009368	16009623
ENSG00000124019	2	225243415	225266802
ENSG00000240710	1	204572163	204585693
ENSG00000258489	15	96006821	96036999
ENSG00000253821	8	58405443	58504118
ENSG00000238830	2	99457138	99457199
ENSG00000229349	6	46172466	46175123
ENSG00000264048	1	16010967	16011053
ENSG00000147144	X	48911101	48927509
ENSG00000008197	6	50681541	50740701
ENSG00000204869	19	46543006	46580376
ENSG00000197136	11	65383244	65404910
ENSG00000224680	1	52834349	52834916
ENSG00000229663	1	249065834	249067991
ENSG00000258138	HSCHR6_MHC_QBL	29143289	29163375
ENSG00000237938	1	16049214	16063391
ENSG00000178146	X	101033942	101035511
ENSG00000166226	12	69979114	69995350
ENSG00000252940	9	124302155	124302241
ENSG00000252057	8	58469144	58469195
ENSG00000240219	1	204595903	204598840
ENSG00000207452	5	86595504	86595614
ENSG00000222076	15	96289033	96289223
ENSG00000239063	1	52877114	52877194
ENSG00000226541	6	46406047	46406356
ENSG00000227203	8	11647514	11647897
ENSG00000253322	8	58506725	58717588
ENSG00000229854	9	124337170	124338493
ENSG00000224459	1	16066546	16076391
ENSG00000272371	1	53020490	53020945
ENSG00000252731	1	204622230	204622314
ENSG00000212082	5	35034257	35034347
ENSG00000229950	6	10409573	10416679
ENSG00000259348	15	96571318	96590159
ENSG00000220550	HSCHR6_MHC_QBL	29384966	29408622
ENSG00000198703	1	158461009	158461950
ENSG00000250192	4	58020743	58022618
ENSG00000236466	6	46459789	46500495
ENSG00000228153	1	204633000	204633741
ENSG00000272367	5	86672073	86672997
ENSG00000264500	1	249120576	249120642
ENSG00000236290	1	53038786	53039488
ENSG00000233842	2	146672658	146688714
ENSG00000250886	5	35081325	35082094
ENSG00000224321	1	16119291	16119780
ENSG00000261741	16	31574403	31579037
ENSG00000254139	8	58658708	58662758
ENSG00000205837	2	6868309	6910442
ENSG00000259702	15	96592504	96607655
ENSG00000177868	1	43272723	43282954
ENSG00000252650	1	204676448	204676558
ENSG00000227237	1	249153363	249158995
ENSG00000245937	5	127276118	127418864
ENSG00000169084	X	2137557	2420846
ENSG00000243920	4	58219165	58219495
ENSG00000216723	6	114340785	114341647
ENSG00000261534	9	124577953	124581731
ENSG00000233664	1	53174794	53175114
ENSG00000251905	2	146902724	146902785
ENSG00000174788	19	7696497	7698634
ENSG00000251861	1	204697119	204697234
ENSG00000233954	1	16133679	16134194
ENSG00000136689	2	113864791	113891593
ENSG00000102977	16	67691415	67694713
ENSG00000252946	1	204873875	204873946
ENSG00000230559	2	146951864	146952389
ENSG00000227445	1	158484575	158485715
ENSG00000200495	1	249206889	249206994
ENSG00000216471	6	114405332	114405956
ENSG00000242973	6	46638181	46655902
ENSG00000239640	1	53180071	53180365
ENSG00000231937	X	151307355	151355329
ENSG00000248505	4	58292038	58332152
ENSG00000229657	1	204915736	204916297
ENSG00000233084	1	249230780	249231242
ENSG00000252948	Y	28507136	28507239
ENSG00000235196	X	101166502	101167045
ENSG00000252018	1	53219994	53220134
ENSG00000200462	5	86716158	86716264
ENSG00000212333	6	114541845	114541950
ENSG00000201368	5	35429166	35429378
ENSG00000248544	5	156802749	156811958
ENSG00000227134	2	147234995	147235681
ENSG00000238441	5	35633065	35633126
ENSG00000228929	1	53237866	53238320
ENSG00000221599	6	114598549	114598642
ENSG00000253376	8	58802135	58803368
ENSG00000233843	Y	28546758	28547377
ENSG00000178715	1	16154724	16155167
ENSG00000228478	6	10423373	10426409
ENSG00000243967	1	108918460	108953436
ENSG00000248969	5	35678586	35827120
ENSG00000218089	6	114670647	114671812
ENSG00000252810	X	101170562	101170668
ENSG00000252205	X	151419044	151419148
ENSG00000210049	MT	577	647
ENSG00000249362	5	86957859	86974964
ENSG00000211459	MT	648	1601
ENSG00000247809	15	96670598	96870590
ENSG00000188624	19	46623328	46627931
ENSG00000269899	8	11703663	11703900
ENSG00000210077	MT	1602	1670
ENSG00000207957	X	151560691	151560771
ENSG00000253155	5	156849447	156849881
ENSG00000210082	MT	1671	3229
ENSG00000209082	MT	3230	3304
ENSG00000206517	HSCHR6_MHC_QBL	29393173	29424735
ENSG00000251696	1	205031380	205031470
ENSG00000248349	5	35896290	35896392
ENSG00000198526	2	147345012	147346878
ENSG00000205293	8	58890917	58896685
ENSG00000235976	X	101244454	101244845
ENSG00000231434	1	158493462	158495628
ENSG00000183674	6	10429488	10435107
ENSG00000206627	1	53270780	53270884
ENSG00000236164	6	46726033	46728895
ENSG00000271580	1	205060291	205061074
ENSG00000257195	12	93277549	93278476
ENSG00000198888	MT	3307	4262
ENSG00000144158	2	114415485	114416252
ENSG00000143971	2	67624451	67637677
ENSG00000232395	6	114798514	114809916
ENSG00000210100	MT	4263	4331
ENSG00000242391	1	53346888	53347402
ENSG00000210107	MT	4329	4400
ENSG00000225730	6	46871208	46876815
ENSG00000249748	5	35938924	35940095
ENSG00000210112	MT	4402	4469
ENSG00000236108	1	205103774	205104078
ENSG00000179743	1	16160560	16174642
ENSG00000271583	2	147591069	147591606
ENSG00000230953	1	53386094	53386268
ENSG00000211583	X	151561893	151562001
ENSG00000198763	MT	4470	5511
ENSG00000213041	1	205171319	205171870
ENSG00000202534	12	93346415	93346521
ENSG00000248708	5	87008952	87029086
ENSG00000210117	MT	5512	5579
ENSG00000231040	2	147595317	147607878
ENSG00000238818	1	16237392	16237492
ENSG00000210127	MT	5587	5655
ENSG00000253523	8	58943893	58945241
ENSG00000253519	5	156992972	156996106
ENSG00000226079	6	114844615	114857039
ENSG00000210135	MT	5657	5729
ENSG00000231237	1	158664329	158665299
ENSG00000257345	12	93392994	93413596
ENSG00000270620	1	16244193	16244403
ENSG00000210140	MT	5761	5826
ENSG00000271328	6	47336679	47336966
ENSG00000210144	MT	5826	5891
ENSG00000237548	9	124646915	124725998
ENSG00000225063	1	205202949	205205995
ENSG00000207818	X	151562884	151562964
ENSG00000252068	5	157006505	157006607
ENSG00000251591	5	36071893	36072181
ENSG00000226268	11	49455025	49455990
ENSG00000231866	1	53390921	53391095
ENSG00000251882	6	115188037	115188140
ENSG00000159314	17	43471275	43511787
ENSG00000198077	19	41381344	41388657
ENSG00000255144	8	11753359	11754379
ENSG00000266330	6	47430587	47430652
ENSG00000175509	2	114425055	114426198
ENSG00000253116	8	59004001	59018853
ENSG00000149451	20	3648612	3662893
ENSG00000219619	6	115679662	115679916
ENSG00000235363	1	205320375	205320599
ENSG00000198804	MT	5904	7445
ENSG00000270761	6	47444979	47445308
ENSG00000227902	2	147637477	147655786
ENSG00000207756	5	36147994	36148090
ENSG00000210151	MT	7446	7514
ENSG00000264834	1	53394346	53394444
ENSG00000210154	MT	7518	7585
ENSG00000266583	9	124882361	124882446
ENSG00000254336	5	157031715	157032645
ENSG00000201223	5	36155221	36155324
ENSG00000223940	X	151648049	151649496
ENSG00000266188	1	53400602	53400689
ENSG00000180437	1	158693903	158694902
ENSG00000197410	4	155153399	155412930
ENSG00000254732	11	57509635	57560715
ENSG00000198712	MT	7586	8269
ENSG00000199762	6	47456803	47456906
ENSG00000226235	1	205342380	205356568
ENSG00000197071	5	87514708	87515080
ENSG00000254948	8	11777409	11778318
ENSG00000257322	12	93397191	93609455
ENSG00000245711	5	36221157	36222004
ENSG00000210156	MT	8295	8364
ENSG00000238860	2	148081539	148081643
ENSG00000242595	8	59025748	59026181
ENSG00000234607	1	16296127	16296689
ENSG00000265815	1	53405986	53406085
ENSG00000232615	5	1614951	1616449
ENSG00000216813	6	47530358	47530754
ENSG00000228253	MT	8366	8572
ENSG00000207225	2	148165910	148166016
ENSG00000238118	1	108926358	108963917
ENSG00000054654	14	64319683	64693165
ENSG00000272317	9	125018212	125018309
ENSG00000237279	1	53409208	53409602
ENSG00000228777	6	115954706	115955355
ENSG00000229401	6	10434549	10457014
ENSG00000221289	2	148224198	148224282
ENSG00000264227	9	125061389	125061642
ENSG00000222178	5	36485445	36485542
ENSG00000198899	MT	8527	9207
ENSG00000071246	14	77228532	77249354
ENSG00000199059	1	205417430	205417526
ENSG00000205035	11	49580098	49831971
ENSG00000019169	2	119699742	119752236
ENSG00000226119	X	101261856	101262267
ENSG00000207161	2	148229701	148229811
ENSG00000226949	1	158711936	158713205
ENSG00000186743	6	116359919	116360658
ENSG00000242292	5	36588608	36588763
ENSG00000198938	MT	9207	9990
ENSG00000206516	HSCHR6_MHC_QBL	29424845	29431993
ENSG00000234454	X	151851487	151852303
ENSG00000224717	1	205425057	205438152
ENSG00000202074	2	148253006	148253108
ENSG00000273027	21	46349568	46350027
ENSG00000231353	1	16314677	16314936
ENSG00000183675	10	48736874	48827966
ENSG00000210164	MT	9991	10058
ENSG00000263705	6	10439950	10440027
ENSG00000233479	2	114426743	114430768
ENSG00000159082	21	34001069	34100359
ENSG00000253083	2	148471024	148471123
ENSG00000224698	1	108963311	108975806
ENSG00000236360	1	53458868	53459374
ENSG00000198840	MT	10059	10404
ENSG00000252711	6	47683019	47683337
ENSG00000272825	21	46356218	46356869
ENSG00000238076	6	10460139	10460774
ENSG00000210174	MT	10405	10469
ENSG00000207365	12	93415382	93415488
ENSG00000229143	2	148567915	148568346
ENSG00000269979	9	125086887	125087594
ENSG00000226594	6	47697563	47708477
ENSG00000233436	11	57510986	57519253
ENSG00000229160	2	38359779	38366088
ENSG00000263746	5	1708900	1708983
ENSG00000164308	5	96211643	96255420
ENSG00000231822	2	99718481	99719215
ENSG00000224966	1	16316366	16321246
ENSG00000227832	1	109044980	109046077
ENSG00000212907	MT	10470	10766
ENSG00000270506	12	93429037	93429520
ENSG00000250451	12	54392806	54393794
ENSG00000253097	1	205535844	205535927
ENSG00000226147	1	53460398	53461698
ENSG00000260066	5	1725264	1728287
ENSG00000229724	1	158765804	158766003
ENSG00000234880	21	46409779	46414001
ENSG00000198886	MT	10760	12137
ENSG00000256393	12	93477374	93477451
ENSG00000273306	2	100021680	100022305
ENSG00000216616	6	47720564	47720976
ENSG00000186163	7	141965650	141972054
ENSG00000206762	1	205564169	205564275
ENSG00000250155	5	36666316	36725297
ENSG00000210176	MT	12138	12206
ENSG00000253798	5	157109993	157117274
ENSG00000231056	6	10474733	10478735
ENSG00000212389	2	148634991	148635097
ENSG00000210184	MT	12207	12265
ENSG00000210191	MT	12266	12336
ENSG00000236942	1	205594611	205595281
ENSG00000226483	1	109051196	109051865
ENSG00000223911	2	148656970	148660525
ENSG00000257746	12	93484298	93501376
ENSG00000255087	11	126936897	126971215
ENSG00000237685	6	10511269	10514779
ENSG00000227359	2	114435279	114461655
ENSG00000218428	6	116458221	116458735
ENSG00000199603	2	38374557	38374663
ENSG00000198786	MT	12337	14148
ENSG00000270102	9	125093146	125093622
ENSG00000225964	2	6968645	6980595
ENSG00000118508	6	146864829	146876101
ENSG00000214717	X	2404455	2419008
ENSG00000273006	2	38420490	38420771
ENSG00000216359	6	10514515	10515206
ENSG00000253630	5	157174512	157174715
ENSG00000232971	1	109276878	109277347
ENSG00000265049	2	148698549	148698640
ENSG00000198695	MT	14149	14673
ENSG00000236326	6	116565350	116565891
ENSG00000163626	4	73921797	73935472
ENSG00000210194	MT	14674	14742
ENSG00000180409	1	158778189	158779125
ENSG00000221617	12	93491027	93491120
ENSG00000241741	4	113709239	113710034
ENSG00000261706	21	46414277	46415100
ENSG00000232993	1	53535610	53551174
ENSG00000253281	8	59168330	59184678
ENSG00000212181	2	149018143	149018277
ENSG00000227292	2	38430505	38466732
ENSG00000257115	14	19377522	19378606
ENSG00000257210	12	93517839	93518319
ENSG00000198727	MT	14747	15887
ENSG00000202427	2	114438688	114438794
ENSG00000228076	1	109309463	109310206
ENSG00000250500	4	113718206	113719847
ENSG00000237021	6	116575370	116577906
ENSG00000272981	11	126989221	127009630
ENSG00000217181	6	10574982	10575460
ENSG00000210195	MT	15888	15953
ENSG00000224007	2	149053225	149054248
ENSG00000224930	21	46419122	46424642
ENSG00000177640	10	119805790	119969663
ENSG00000210196	MT	15956	16023
ENSG00000265429	2	114478867	114478945
ENSG00000272103	5	36861838	36862319
ENSG00000201944	1	205700349	205700480
ENSG00000267406	19	14378619	14380189
ENSG00000227644	1	53538782	53539061
ENSG00000213178	3	169201459	169201868
ENSG00000233078	1	16332655	16333166
ENSG00000206819	5	157236106	157236212
ENSG00000227687	1	205904256	205904896
ENSG00000227770	2	38458710	38459459
ENSG00000266913	19	14416270	14481008
ENSG00000272642	11	127060664	127093344
ENSG00000261672	4	174514823	174515707
ENSG00000258171	12	93568142	93575608
ENSG00000270466	16	30389755	30393863
ENSG00000225516	Y	9293012	9344176
ENSG00000203897	1	109399839	109401146
ENSG00000232238	2	149352727	149352897
ENSG00000244331	5	157358266	157358571
ENSG00000249966	5	1851064	1851611
ENSG00000233558	6	116579656	116580278
ENSG00000229849	1	158848536	158853290
ENSG00000201048	6	10674891	10675001
ENSG00000235563	1	53580248	53584281
ENSG00000269970	9	125134884	125135104
ENSG00000200340	6	47791126	47791286
ENSG00000249850	5	36885308	36886599
ENSG00000229874	1	206135293	206137984
ENSG00000272097	6	10743557	10747896
ENSG00000235374	21	46491648	46494080
ENSG00000259359	15	96714810	96717568
ENSG00000232456	1	16361673	16366524
ENSG00000170153	4	141780961	142134031
ENSG00000226068	6	48116939	48117741
ENSG00000244063	2	114586967	114588696
ENSG00000273409	11	127140957	127206928
ENSG00000184571	22	25115001	25170687
ENSG00000267147	19	14444555	14454725
ENSG00000236723	1	53676128	53679447
ENSG00000247828	5	87564712	87732502
ENSG00000234841	4	113747463	113748763
ENSG00000250417	5	1856084	1856682
ENSG00000272781	14	47311134	48143999
ENSG00000234801	4	174537087	174538057
ENSG00000222126	2	149583260	149583404
ENSG00000238361	12	93659405	93659508
ENSG00000201502	12	93659793	93659872
ENSG00000267379	19	14513529	14519535
ENSG00000228857	2	114588626	114600933
ENSG00000259818	1	53686335	53689925
ENSG00000223962	2	149621133	149621373
ENSG00000227959	1	16481706	16483824
ENSG00000196531	12	57106212	57125412
ENSG00000225662	3	62764851	62765460
ENSG00000068831	11	64494383	64512928
ENSG00000258664	1	179833916	179834311
ENSG00000251126	4	113801454	113803486
ENSG00000213594	2	38512552	38513552
ENSG00000236889	1	206164084	206166270
ENSG00000240050	6	116601362	116691436
ENSG00000257512	12	93708585	93709717
ENSG00000241881	7	141985579	141988698
ENSG00000267474	19	14569213	14570178
ENSG00000226754	1	53704282	53708455
ENSG00000265589	1	159029039	159029116
ENSG00000222383	6	10753024	10753159
ENSG00000206357	HSCHR6_MHC_QBL	31910261	31917261
ENSG00000222774	11	127275923	127276227
ENSG00000224543	19	14599758	14600691
ENSG00000196517	1	44457172	44497139
ENSG00000233473	1	159050923	159051585
ENSG00000233616	9	125163249	125165185
ENSG00000206515	HSCHR6_MHC_QBL	29454362	29455626
ENSG00000259763	15	96779014	96779932
ENSG00000235051	6	10882013	10884582
ENSG00000213370	4	174554879	174555522
ENSG00000273452	17	12626199	12661542
ENSG00000223315	11	127277746	127278043
ENSG00000182586	21	46654255	46678645
ENSG00000242115	7	141987080	141991423
ENSG00000164010	1	43282795	43310660
ENSG00000262728	15	32898619	32907361
ENSG00000207327	10	75288809	75288915
ENSG00000254591	11	127527463	127527772
ENSG00000229245	9	125165686	125211256
ENSG00000222036	14	19553365	19590078
ENSG00000231079	2	149624039	149646351
ENSG00000228814	4	113802874	113803288
ENSG00000254090	8	32872779	32874561
ENSG00000222651	15	96876490	96876536
ENSG00000222552	1	159148263	159148349
ENSG00000225483	1	206180054	206180443
ENSG00000197463	X	151876743	151883038
ENSG00000207707	19	14640355	14640452
ENSG00000237139	10	75297561	75298149
ENSG00000224621	1	16485761	16488378
ENSG00000244073	5	37085158	37085954
ENSG00000257252	12	93710911	93771512
ENSG00000262477	18	29992145	29993199
ENSG00000250043	4	174798622	174834403
ENSG00000243488	19	14694907	14695204
ENSG00000222626	5	157403774	157403964
ENSG00000225670	1	159165775	159177763
ENSG00000254612	11	127810808	127811549
ENSG00000230314	6	11043757	11078459
ENSG00000270172	1	53708036	53710212
ENSG00000271378	5	37130532	37130802
ENSG00000248152	4	113900746	113993118
ENSG00000234166	1	16524349	16524852
ENSG00000272403	6	116765323	116766023
ENSG00000243066	19	14699169	14699465
ENSG00000253743	5	157411666	157416998
ENSG00000271947	2	7045855	7046432
ENSG00000269378	19	14732446	14733054
ENSG00000216835	6	48181340	48182530
ENSG00000226780	1	206214526	206223548
ENSG00000249373	4	113952443	113955707
ENSG00000231465	9	125233637	125238096
ENSG00000228848	2	149627593	149627950
ENSG00000242736	7	141999017	141999300
ENSG00000237349	1	109529585	109529867
ENSG00000253393	8	32897041	32897311
ENSG00000217241	6	116774177	116774728
ENSG00000273415	11	128050322	128053449
ENSG00000249116	5	1884080	1884763
ENSG00000244632	3	62781801	62782094
ENSG00000234578	1	53733607	53734273
ENSG00000256210	19	14903121	14903589
ENSG00000227550	7	142157378	142157849
ENSG00000231367	2	38633861	38742882
ENSG00000252692	1	206261008	206261093
ENSG00000252449	3	62800057	62800166
ENSG00000237276	1	16542404	16554522
ENSG00000263686	X	125866419	125866503
ENSG00000196656	4	114135137	114138326
ENSG00000228838	1	53753696	53755378
ENSG00000250708	4	174818403	174850676
ENSG00000218153	6	116778486	116779832
ENSG00000211739	7	142190638	142191080
ENSG00000244716	1	109534878	109535489
ENSG00000272575	11	128078724	128111334
ENSG00000230538	X	126524324	126526508
ENSG00000222274	2	100136565	100136694
ENSG00000240754	1	206288156	206306131
ENSG00000226340	2	149629822	149630366
ENSG00000269552	19	14962844	14963756
ENSG00000238896	6	11079248	11079346
ENSG00000225030	1	53757463	53757810
ENSG00000230393	2	100721381	100723966
ENSG00000241657	7	142197570	142198069
ENSG00000239077	2	114605710	114605813
ENSG00000228914	9	125370315	125371079
ENSG00000271245	6	11155162	11155383
ENSG00000172148	19	14974598	14975527
ENSG00000265562	8	33053355	33053455
ENSG00000171858	20	60962172	60963576
ENSG00000263656	2	149649447	149649513
ENSG00000270019	2	114645780	114647327
ENSG00000215846	1	159246293	159247282
ENSG00000263769	16	1944686	1944937
ENSG00000265516	6	116778895	116778985
ENSG00000232762	1	53770208	53773134
ENSG00000239279	4	114340996	114341290
ENSG00000076944	19	7701767	7712759
ENSG00000232084	2	100824716	100867946
ENSG00000247925	6	11173685	11259332
ENSG00000253993	8	33084366	33084665
ENSG00000228236	2	149925110	149925424
ENSG00000206811	16	2012335	2012467
ENSG00000206820	4	114341479	114341642
ENSG00000269678	19	14997651	14997927
ENSG00000244158	6	116781902	116784855
ENSG00000213414	5	157413154	157414714
ENSG00000229509	1	206506678	206506789
ENSG00000175356	11	9041071	9159661
ENSG00000223639	HSCHR6_MHC_SSTO	31688317	31697500
ENSG00000228665	1	109572689	109572941
ENSG00000207405	16	2012974	2013107
ENSG00000250229	4	114761206	114761392
ENSG00000260683	X	126794612	126796511
ENSG00000224337	2	150177107	150177950
ENSG00000221175	6	48817560	48817639
ENSG00000254588	11	128396037	128400284
ENSG00000228203	2	7052408	7058840
ENSG00000233656	6	11417583	11481472
ENSG00000251216	4	174845358	174912012
ENSG00000255513	16	2013746	2014096
ENSG00000140280	15	52015208	52043782
ENSG00000252735	8	33196385	33196484
ENSG00000225675	1	53793905	53802181
ENSG00000108823	17	48241575	48253292
ENSG00000268834	19	15002707	15003616
ENSG00000271162	6	48919707	48920418
ENSG00000234156	9	125372194	125401964
ENSG00000261614	16	31579707	31580796
ENSG00000259073	14	90042560	90043821
ENSG00000234199	2	114737146	114764879
ENSG00000234117	6	116813460	116818262
